athlete_id,name,region,affiliate,gender,age,height,candj,snatch,deadlift,backsq,train,experience,howlong
XMXV92368928736417,Melanie Price,North Central,QTown CrossFit,Female,14.0-28.0,1.0-66.0,-45.0-175.0,124.96525889491572,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have had a life changing experience due to CrossFit|,2-4 years|
APND63024303784633,Dr Owen Payne,South West,CrossFit Roots,Female,40.0-56.0,1.0-66.0,-45.0-175.0,134.8616499260304,0.0-305.0,240.0-295.0,"I workout mostly at a CrossFit Affiliate|I workout mostly at home, work, or a traditional gym|I incorporate CrossFit.com workouts|I record my workouts|",I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|I train other people|,4+ years|
QKDG76562177043571,Dr Eric O'Sullivan,South East,CrossFit Ambush,Female,28.0-31.0,1.0-66.0,-45.0-175.0,109.87956486214573,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have had a life changing experience due to CrossFit|I train other people|,2-4 years|
EHDM40447255878974,Sarah James,Mid Atlantic,CrossFit Unrivaled,Female,28.0-31.0,1.0-66.0,-45.0-175.0,124.93129503814933,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|I train other people|,4+ years|
OSCS28281146119821,Louise Patel,South Central,Metairie CrossFit,Female,14.0-28.0,1.0-66.0,-45.0-175.0,110.00871757057043,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I have completed the CrossFit Level 1 certificate course|I have had a life changing experience due to CrossFit|I train other people|,2-4 years|
AJVN02111604934550,Ms Louise Jones,South East,TAS CrossFit,Female,34.0-40.0,1.0-66.0,175.0-209.60000000000002,145.03309134155646,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|I incorporate CrossFit.com workouts|I write my own programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I train other people|,2-4 years|
JEUB90723897699555,Rhys Griffin-Burke,North East,CrossFit Blue Diamond,Female,28.0-31.0,1.0-66.0,-45.0-175.0,120.11902596302946,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|I write my own programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|I train other people|,1-2 years|
FRWX49577469348199,Amber Smith,Canada West,Keating CrossFit,Female,14.0-28.0,66.0-69.0,-45.0-175.0,110.03756035420872,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|I incorporate CrossFit.com workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I train other people|,2-4 years|
QPLQ14794400723913,Linda Wilson,South Central,AllSport CrossFit,Female,34.0-40.0,1.0-66.0,-45.0-175.0,110.05215951157071,305.0-375.0,240.0-295.0,"I workout mostly at a CrossFit Affiliate|I workout mostly at home, work, or a traditional gym|I have a coach who determines my programming|I incorporate CrossFit.com workouts|I write my own programming|I record my workouts|",I began CrossFit by trying it alone (without a coach)|I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|I train other people|,4+ years|
GBCR35565643525636,Rosemary Rice,South Central,Cityside CrossFit,Female,31.0-34.0,66.0-69.0,-45.0-175.0,100.0950941857447,305.0-375.0,240.0-295.0,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I train other people|,2-4 years|
SMET21625809726712,Dr Lorraine Taylor,South East,CrossFit Oneonta,Female,34.0-40.0,1.0-66.0,-45.0-175.0,99.93589685665037,0.0-305.0,0.0-240.0,I have a coach who determines my programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|,1-2 years|
EOWQ15175237885021,Donald Ali-Summers,North Central,Jefferson City CrossFit,Female,31.0-34.0,1.0-66.0,-45.0-175.0,120.00743396250475,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have had a life changing experience due to CrossFit|,1-2 years|
ZKHT15531485405190,Dr Clare Chan,Northern California,CrossFit Solano,Female,28.0-31.0,1.0-66.0,-45.0-175.0,125.23206535645879,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I train other people|,4+ years|
YFQU23120398020679,Ms Anne Thomas,Central East,CrossFit Nashville,Female,40.0-56.0,1.0-66.0,-45.0-175.0,94.77341209363858,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|,2-4 years|
SIHZ31960751295717,Miss Kayleigh Turner,Australia,CrossFit Never Say Never,Female,34.0-40.0,1.0-66.0,-45.0-175.0,127.86720081439091,305.0-375.0,240.0-295.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I train other people|,2-4 years|
ZGVA84827022579700,Robin Williams,North Central,Timberwolf CrossFit,Female,31.0-34.0,66.0-69.0,175.0-209.60000000000002,154.89873267923252,0.0-305.0,240.0-295.0,I workout mostly at a CrossFit Affiliate|I record my workouts|,I began CrossFit by trying it alone (without a coach)|,4+ years|
QMTZ22793290924009,Paige Hussain,Central East,CrossFit Brigade,Female,28.0-31.0,1.0-66.0,-45.0-175.0,130.09177136801594,305.0-375.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have had a life changing experience due to CrossFit|I train other people|,4+ years|
NPPC59810704092337,Amber O'Connor-Shepherd,South West,CrossFit Max Effort,Female,31.0-34.0,1.0-66.0,-45.0-175.0,125.08213939120017,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I train other people|,2-4 years|
FDAG97197639249927,Ms Eleanor Jackson,South East,CrossFit Remnant,Female,28.0-31.0,1.0-66.0,-45.0-175.0,125.11177085488566,0.0-305.0,240.0-295.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I have had a life changing experience due to CrossFit|I train other people|,2-4 years|
JWCB73386153422907,Suzanne Herbert,Central East,CrossFit Old School,Female,14.0-28.0,1.0-66.0,-45.0-175.0,100.00085349309276,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|I incorporate CrossFit.com workouts|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|,1-2 years|
ZGUN33529665764114,Patrick Walsh,South Central,North Frisco CrossFit,Female,31.0-34.0,1.0-66.0,175.0-209.60000000000002,152.00677036413046,0.0-305.0,240.0-295.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|,2-4 years|4+ years|
VJHA52988850667026,Kathleen Smith-Allen,Canada West,CrossFit 639,Female,40.0-56.0,1.0-66.0,-45.0-175.0,84.89115956101982,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|,1-2 years|
OYGS66886963561517,Kayleigh Daniels,Southern California,CrossFit La Verne,Female,31.0-34.0,1.0-66.0,175.0-209.60000000000002,149.8756168684487,305.0-375.0,240.0-295.0,"I workout mostly at a CrossFit Affiliate|I workout mostly at home, work, or a traditional gym|I have a coach who determines my programming|I record my workouts|",I began CrossFit with a coach (e.g. at an affiliate)|,4+ years|
DZAX51939308935527,Tracey Hayward,Europe,CrossFit Hafnarfjordur,Female,34.0-40.0,1.0-66.0,-45.0-175.0,115.09607352924785,305.0-375.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|I train other people|,4+ years|
AKND22923433079569,Miss Irene Hughes,South West,CrossFit Verve,Female,14.0-28.0,1.0-66.0,209.60000000000002-240.0,160.16217770416225,305.0-375.0,240.0-295.0,I workout mostly at a CrossFit Affiliate|I record my workouts|,I began CrossFit by trying it alone (without a coach)|I have attended one or more specialty courses|,2-4 years|
LBUG52391953114747,Stephanie Roberts,South East,Space Coast CrossFit,Female,28.0-31.0,1.0-66.0,175.0-209.60000000000002,165.00575507632314,305.0-375.0,240.0-295.0,I workout mostly at a CrossFit Affiliate|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|,2-4 years|
BJBH60648053297715,Dr Kieran Stevenson,Northern California,CrossFit Santa Cruz Central,Female,40.0-56.0,1.0-66.0,-45.0-175.0,117.71364398328022,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have attended one or more specialty courses|,4+ years|
NXGO39962622697997,Irene Marshall,North East,CrossFit Momentum,Female,14.0-28.0,66.0-69.0,-45.0-175.0,124.8779796448448,0.0-305.0,240.0-295.0,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|,2-4 years|
VBRJ12269557996921,Sam Gardiner,North East,CrossFit MF,Female,14.0-28.0,1.0-66.0,-45.0-175.0,134.96328471856054,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|,I began CrossFit with a coach (e.g. at an affiliate)|I have had a life changing experience due to CrossFit|,1-2 years|
HZOF80317218721028,Mr Scott Forster,Mid Atlantic,Patriot CrossFit,Female,31.0-34.0,66.0-69.0,-45.0-175.0,135.02811610595805,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|I record my workouts|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|,4+ years|
PATW07602956836100,Louise Anderson-Kelly,Mid Atlantic,Patriot CrossFit,Female,34.0-40.0,1.0-66.0,-45.0-175.0,134.96061295858968,0.0-305.0,240.0-295.0,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I train other people|,4+ years|
DXIM56814212545871,Miss Natasha Lambert,Mid Atlantic,CrossFit Mayview,Female,34.0-40.0,1.0-66.0,-45.0-175.0,118.17621775758649,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I write my own programming|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|I train other people|,4+ years|
HUFN50375885129606,Mrs Tracy King,Southern California,Precision CrossFit,Female,28.0-31.0,1.0-66.0,-45.0-175.0,130.03432908245415,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|,2-4 years|
EYMD98257746428791,Max Briggs,Australia,CrossFit Launceston,Female,40.0-56.0,1.0-66.0,-45.0-175.0,103.96700536774138,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I have had a life changing experience due to CrossFit|I train other people|,4+ years|
JCNV34037369950619,Mrs Paula Jones,North West,Cascade CrossFit,Female,28.0-31.0,66.0-69.0,175.0-209.60000000000002,155.0868681714061,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have had a life changing experience due to CrossFit|I train other people|,4+ years|
NMWJ38930719818733,Mandy Rogers-Lewis,Mid Atlantic,CrossFit Apex,Female,31.0-34.0,1.0-66.0,175.0-209.60000000000002,145.0633376158425,305.0-375.0,240.0-295.0,"I workout mostly at home, work, or a traditional gym|I record my workouts|",I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|I train other people|,4+ years|
OHDC02226469976548,Ross Howells,North West,CrossFit Cottage Grove,Female,31.0-34.0,66.0-69.0,-45.0-175.0,104.9534762838824,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|,1-2 years|
ENJU56125104204792,Victor Lewis-Dean,Canada West,Studeo55 CrossFit,Female,28.0-31.0,66.0-69.0,175.0-209.60000000000002,129.9285592885705,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|,2-4 years|
NIAN39556186441371,Samantha Hawkins,South Central,CrossFit Deer Park,Female,31.0-34.0,1.0-66.0,-45.0-175.0,125.14110702425721,305.0-375.0,295.0-340.0,I workout mostly at a CrossFit Affiliate|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have had a life changing experience due to CrossFit|,1-2 years|
APYT72205711475427,Mitchell Williams,Southern California,CrossFit Synapse,Female,40.0-56.0,1.0-66.0,-45.0-175.0,113.00649641161179,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|,4+ years|
ACGD33687625030817,Mr Leslie Riley,South East,CrossFit Mobile,Female,34.0-40.0,66.0-69.0,-45.0-175.0,130.12925421091995,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I incorporate CrossFit.com workouts|,I began CrossFit with a coach (e.g. at an affiliate)|,2-4 years|
EOHU58061043577782,Cheryl Harris,Canada West,Unaffiliated,Female,31.0-34.0,66.0-69.0,-45.0-175.0,140.07458684586854,305.0-375.0,0.0-240.0,"I workout mostly at home, work, or a traditional gym|I have a coach who determines my programming|I record my workouts|",I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|,4+ years|
DGKO47440952848241,Clifford Bradley,North East,CrossFit Bridgewater,Female,14.0-28.0,66.0-69.0,-45.0-175.0,114.92094031970925,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|I have had a life changing experience due to CrossFit|,1-2 years|
MIUA29678342954959,Mr Stephen Marshall,North Central,BAR X CrossFit,Female,40.0-56.0,66.0-69.0,-45.0-175.0,114.75485321715782,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I train other people|,2-4 years|
HXNI62072201736338,Mr Ryan Wood,Canada East,Shop CrossFit,Female,40.0-56.0,1.0-66.0,-45.0-175.0,94.95327107198356,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|I incorporate CrossFit.com workouts|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|,4+ years|
GRJE11050694708972,Ms Gail Watts,South West,Gila Valley CrossFit,Female,34.0-40.0,69.0-70.0,-45.0-175.0,114.96428731956308,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I train other people|,2-4 years|4+ years|
KHRD93205643679738,Mrs Michelle Williamson,Mid Atlantic,CrossFit Everlasting,Female,28.0-31.0,1.0-66.0,-45.0-175.0,104.8419210189207,305.0-375.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|,2-4 years|
JAVN89360573407781,Miss Hazel Lawrence,North East,CrossFit Nickel City,Female,14.0-28.0,1.0-66.0,-45.0-175.0,100.08003199904088,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|,1-2 years|
SWRK77360415587017,Joel Fox,South East,CrossFit Refuge,Female,40.0-56.0,1.0-66.0,-45.0-175.0,109.97041312952568,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I train other people|,2-4 years|
WQXQ90509268059920,Mr Bruce Mitchell,South East,CrossFit Huntsville,Female,31.0-34.0,1.0-66.0,-45.0-175.0,110.13289464898439,0.0-305.0,240.0-295.0,I workout mostly at a CrossFit Affiliate|,I began CrossFit by trying it alone (without a coach)|,2-4 years|
EKQK57959318154067,Josh Townsend,Northern California,Diablo CrossFit - Alamo,Female,40.0-56.0,1.0-66.0,-45.0-175.0,95.01759280389393,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|,4+ years|
JUEU80212963749458,Lindsey Cook-Anderson,South West,Saratoga Springs CrossFit,Female,28.0-31.0,69.0-70.0,-45.0-175.0,149.88311804605544,0.0-305.0,240.0-295.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I train other people|,1-2 years|
LECB70517941295170,Shannon Morgan,South Central,CrossFit Alexandria,Female,31.0-34.0,66.0-69.0,-45.0-175.0,115.23590602088728,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|I train other people|,2-4 years|
SYVD19808976314984,Brandon Smith,Australia,CrossFit Crossaxed,Female,34.0-40.0,1.0-66.0,175.0-209.60000000000002,131.99095040953216,0.0-305.0,240.0-295.0,I workout mostly at a CrossFit Affiliate|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|I train other people|,2-4 years|
LZVM94909922376399,Ricky Burns,North Central,CrossFit 701,Female,14.0-28.0,1.0-66.0,175.0-209.60000000000002,125.10770598407363,305.0-375.0,240.0-295.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I incorporate CrossFit.com workouts|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have had a life changing experience due to CrossFit|,4+ years|
ILVY81655474685114,Stephen Fitzgerald,Canada West,CrossFit Whistler,Female,14.0-28.0,66.0-69.0,175.0-209.60000000000002,126.04386347093798,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|,1-2 years|
QDDW77881183742823,Lorraine Richardson,Asia,Reebok CrossFit Asia,Female,28.0-31.0,1.0-66.0,175.0-209.60000000000002,129.93619448133813,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I train other people|,4+ years|
EFMY18492253651957,Beverley Marshall,Southern California,CrossFit Eagle Rock,Female,14.0-28.0,1.0-66.0,-45.0-175.0,142.95160847951922,305.0-375.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|I write my own programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I train other people|,2-4 years|
ZWDU21562392157044,Mr Martyn Hughes,South West,CrossFit Now,Female,34.0-40.0,66.0-69.0,-45.0-175.0,134.89324239333567,0.0-305.0,240.0-295.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|,2-4 years|
TWRY11524193770112,Elizabeth Rhodes,North Central,CrossFit Heavy Steel,Female,31.0-34.0,66.0-69.0,-45.0-175.0,120.07773899662247,0.0-305.0,240.0-295.0,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|I have had a life changing experience due to CrossFit|,2-4 years|
BYLZ61271236233946,Katherine Hammond,Canada West,Natural Strength CrossFit,Female,28.0-31.0,66.0-69.0,175.0-209.60000000000002,149.9667606532166,305.0-375.0,240.0-295.0,I workout mostly at a CrossFit Affiliate|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I train other people|,4+ years|
HOYZ17451222975928,Clive Humphreys,South East,CrossFit En Fuego,Female,14.0-28.0,1.0-66.0,-45.0-175.0,114.94679432195933,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|,2-4 years|
NVTP91258127232403,Stacey Richardson,Mid Atlantic,CrossFit Double07,Female,14.0-28.0,1.0-66.0,-45.0-175.0,104.99501705896992,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I write my own programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have had a life changing experience due to CrossFit|I train other people|,2-4 years|
DSLE33476453150728,Ms Julie Carroll,Southern California,CrossFit Foothill,Female,40.0-56.0,1.0-66.0,-45.0-175.0,90.12905960905283,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|,2-4 years|
ULBV68852042014824,Paige Miles,South West,CrossFit Northwest Tucson,Female,40.0-56.0,1.0-66.0,-45.0-175.0,115.15691463402844,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|I record my workouts|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|I train other people|,4+ years|
EGYR80218590350180,Mark Roberts-Banks,North West,CrossFit Intensify,Female,31.0-34.0,66.0-69.0,-45.0-175.0,115.15845165232285,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have had a life changing experience due to CrossFit|,2-4 years|
TKWU16539500735036,Mrs Jodie Williams,North Central,CrossFit Muse,Female,34.0-40.0,66.0-69.0,-45.0-175.0,117.89578997681393,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|I write my own programming|I record my workouts|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|I train other people|,2-4 years|
SZXA96284566008990,Harriet Baker,North East,CrossFit Giant,Female,31.0-34.0,66.0-69.0,-45.0-175.0,145.11755286151512,305.0-375.0,240.0-295.0,I workout mostly at a CrossFit Affiliate|I incorporate CrossFit.com workouts|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|I train other people|,4+ years|
VAZN75288775454635,Brandon Rowe,Canada East,CrossFit Oshawa,Female,14.0-28.0,66.0-69.0,-45.0-175.0,120.06963099447083,0.0-305.0,240.0-295.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|I train other people|,4+ years|
MUEK71331297498614,Donna Thompson,Canada West,CrossFit Lineage,Female,31.0-34.0,1.0-66.0,-45.0-175.0,94.94011496312932,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|I record my workouts|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|I train other people|,4+ years|
YIRB53772905939440,Mr David Robinson,South Central,CrossFit 214,Female,14.0-28.0,66.0-69.0,175.0-209.60000000000002,139.9418851566923,305.0-375.0,240.0-295.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|,2-4 years|
TXYS14519844910054,Beth Connolly,South East,CrossFit Threshold,Female,40.0-56.0,1.0-66.0,-45.0-175.0,130.10736803447006,305.0-375.0,240.0-295.0,I workout mostly at a CrossFit Affiliate|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|,2-4 years|
QLRU50210931585794,Joel Parkinson,South East,CrossFit Terminus,Female,34.0-40.0,1.0-66.0,-45.0-175.0,109.94624357600513,0.0-305.0,240.0-295.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have had a life changing experience due to CrossFit|I train other people|,2-4 years|
JCLD63090332001406,Dr Declan Walker,Central East,CrossFit Reynoldsburg,Female,40.0-56.0,1.0-66.0,-45.0-175.0,114.8202864247235,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|I train other people|,4+ years|
PROX82648648266652,Ms Jade Wall,South West,CrossFit Sandy,Female,34.0-40.0,1.0-66.0,-45.0-175.0,114.95564162837015,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|I train other people|,4+ years|
SULU33321283196759,Mr Richard Hooper,South West,CrossFit Helix,Female,14.0-28.0,1.0-66.0,-45.0-175.0,110.07077392127354,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have had a life changing experience due to CrossFit|,2-4 years|
DNNQ90806823881750,Mr Carl Taylor,Mid Atlantic,Ultimate CrossFit,Female,31.0-34.0,70.0-72.0,-45.0-175.0,103.15849018791357,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|,2-4 years|
